nrun  cer1  cer2  cer3  cer4  cer5  cer6  cer7  cer8  cer9  cer10
1606  0.49  0.37  0.59  -0.76  0.59  1.63  -0.26  0.78  0.02  -0.02  
1607  0.51  0.11  0.28  -1.05  0.59  1.87  0.05  0.61  -0.11  -0.03  
1608  0.41  0.34  0.07  -1.15  0.53  1.54  -0.20  0.57  -0.17  -0.27  
1609  0.43  0.20  0.21  1.38  0.52  1.68  -0.14  0.46  0.00  0.05  
1610  0.55  0.53  0.40  7.67  0.65  1.77  -0.27  0.71  0.06  -0.10  
1611  0.80  0.28  0.50  -0.68  0.54  1.69  -0.25  0.36  -0.21  -0.04  
1612  0.55  0.35  0.05  2.78  0.42  1.57  0.01  0.61  0.10  0.18  
1613  0.59  0.21  0.55  1.81  0.53  1.68  -0.20  0.52  -0.04  -0.14  
1614  0.05  0.19  0.31  -0.14  0.42  1.84  -0.28  0.56  -0.23  -0.02  
1615  0.68  0.20  0.31  5.07  0.47  1.69  -0.34  0.59  -0.15  -0.59  
1616  0.39  0.20  0.52  5.59  0.64  1.65  0.12  0.57  -0.54  -0.33  
1617  0.29  0.50  0.33  3.76  0.50  1.25  -0.02  0.93  -0.16  -0.07  
1618  0.48  0.52  -0.17  -0.63  0.83  1.86  -0.10  0.47  -0.45  0.07  
1619  0.67  0.53  0.32  -0.38  0.61  1.53  -0.36  0.46  -0.00  -0.19  
1620  0.17  0.26  0.38  3.44  0.13  0.42  0.19  0.12  0.14  0.36  
1622  0.20  0.29  0.16  3.33  0.19  0.42  0.10  0.17  0.10  0.43  
1624  0.56  0.65  0.17  5.31  0.20  1.56  -0.04  0.45  -0.31  0.04  
1625  0.36  0.32  0.36  3.03  0.71  1.63  -0.14  0.59  -0.33  0.13  
1626  0.27  0.29  0.24  -0.81  0.20  0.52  0.07  0.11  0.11  0.38  
1627  0.83  0.18  0.76  2.78  0.74  1.67  -0.27  0.82  -0.48  -0.33  
1628  0.09  0.10  0.23  -0.58  0.28  1.58  -0.12  0.84  0.01  -0.03  
1629  0.63  0.12  0.39  -1.85  0.37  1.90  -0.32  0.63  -0.45  0.02  
1630  0.46  0.23  0.91  -1.37  0.26  1.78  -0.31  0.64  -0.12  -0.05  
1631  0.59  0.43  0.41  3.47  0.67  1.85  -0.26  0.69  -0.25  0.03  
1632  0.52  0.40  0.29  -1.99  0.69  1.58  -0.12  0.81  -0.11  0.01  
1633  0.60  0.53  0.43  -1.79  0.71  1.43  -0.33  0.52  -0.33  -0.36  
1634  0.52  0.38  0.35  -1.51  0.76  1.61  -0.19  0.52  -0.09  -0.11  
1635  0.57  0.48  0.43  4.69  0.40  1.68  -0.36  0.67  -0.26  -0.29  
1636  0.52  0.55  0.80  1.31  0.31  1.42  -0.31  0.39  -0.16  -0.10  
1637  0.44  0.27  0.37  3.44  0.50  1.86  -0.31  0.73  0.01  -0.08  
1639  0.47  0.29  0.14  -1.80  0.55  1.44  -0.08  0.51  -0.23  -0.16  
1640  0.58  0.37  0.45  -1.61  0.77  1.37  -0.34  0.74  -0.06  -0.22  
1641  0.24  0.18  0.81  1.65  0.40  1.78  -0.18  0.62  -0.21  -0.08  
1642  0.43  0.36  0.25  0.93  0.59  1.61  0.08  0.41  -0.19  -0.17  
1643  0.39  0.41  0.37  10.59  0.52  1.49  -0.02  0.59  -0.03  -0.15  
1644  0.20  0.37  0.74  1.14  0.56  1.40  -0.53  0.70  -0.35  -0.29  
1645  0.55  0.41  0.00  2.28  0.48  1.57  0.05  0.78  -0.08  -0.18  
1646  0.37  0.45  0.55  0.15  0.40  1.66  -0.16  0.74  -0.33  -0.11  
1648  0.47  0.76  0.80  2.23  0.60  1.85  -0.63  1.25  -0.22  -0.16  
1650  0.56  0.39  0.39  1.73  0.75  1.19  -0.20  0.23  -0.09  -0.52  
1651  0.54  0.32  0.56  1.35  0.52  1.66  -0.35  0.81  -0.09  -0.25  
1652  0.72  0.36  0.28  -1.61  0.52  1.55  -0.15  0.77  -0.24  -0.15  
1653  0.41  0.71  0.77  0.69  0.52  1.72  -0.39  0.55  -0.21  -0.06  
1654  0.35  0.49  0.57  8.02  0.59  1.64  -0.05  0.76  0.03  -0.17  
1655  0.31  0.09  0.61  3.47  0.51  1.76  -0.21  0.50  -0.25  -0.26  
1656  0.33  0.46  0.47  -0.32  0.67  1.69  -0.17  0.79  -0.36  -0.19  
1657  0.36  0.60  -0.05  1.85  0.56  1.77  -0.05  1.03  -0.04  -0.25  
1658  0.60  0.34  0.48  -1.77  0.51  1.52  -0.36  0.36  -0.29  -0.10  
1659  0.49  0.23  -0.07  -0.08  0.56  1.64  -0.08  0.53  -0.04  -0.01  
1660  0.31  0.39  0.43  3.06  0.42  1.70  -0.26  0.75  -0.13  0.07  
1661  0.52  0.38  0.51  -1.77  0.44  1.53  -0.17  0.70  -0.36  -0.08  
1664  0.52  0.42  0.21  -2.13  0.33  1.52  -0.01  0.72  -0.31  -0.12  
1665  0.45  0.53  0.98  -0.61  0.49  1.88  -0.23  0.57  -0.53  -0.20  
1666  0.53  0.33  0.49  -1.63  0.63  1.65  -0.18  0.55  -0.26  -0.22  
1667  0.11  0.38  0.35  6.43  0.66  1.28  -0.21  0.63  -0.32  -0.03  
1668  0.53  0.38  0.36  0.68  0.49  1.48  -0.19  0.77  -0.27  -0.12  
1672  0.47  0.24  0.58  7.87  0.43  1.61  -0.06  0.48  -0.37  -0.03  
1673  0.45  0.44  0.40  -1.13  0.41  1.82  -0.14  0.50  -0.39  -0.23  
1674  0.45  0.39  0.13  -0.19  0.44  1.63  -0.19  0.60  -0.16  -0.07  
1675  0.05  0.42  0.44  -0.56  0.64  1.69  0.31  0.82  -0.09  0.15  
1676  0.21  0.42  0.10  2.27  0.39  1.46  -0.22  0.64  -0.21  0.05  
1677  0.46  0.33  0.17  0.67  0.46  1.58  -0.21  0.49  -0.22  -0.05  
1679  0.24  0.28  0.16  0.06  0.29  0.48  0.14  0.04  0.12  0.38  
1680  0.37  0.41  0.27  -1.44  0.62  1.72  -0.06  0.54  -0.21  -0.26  
1681  0.47  0.31  0.04  4.99  0.70  1.62  -0.09  0.78  -0.14  -0.12  
1682  0.49  0.31  0.18  11.55  0.57  1.41  -0.06  0.42  -0.40  -0.12  
1683  0.49  0.56  0.21  5.69  0.45  1.48  -0.14  0.70  -0.10  0.02  
1684  0.54  0.19  0.31  6.06  0.64  1.63  0.07  0.51  -0.21  -0.18  
1685  0.28  0.35  0.17  2.41  0.47  1.71  -0.05  0.99  -0.14  -0.19  
1686  0.31  0.36  0.34  1.15  0.58  1.73  -0.18  0.85  -0.02  -0.19  
1687  0.46  0.35  0.31  -0.14  0.69  1.70  -0.01  0.74  -0.31  -0.05  
1688  0.54  0.35  0.13  -1.97  0.54  1.54  -0.18  0.48  -0.19  -0.10  
1689  0.56  0.18  0.12  7.06  0.53  1.79  -0.29  0.87  -0.41  -0.14  
1690  0.58  0.12  0.37  12.69  0.67  1.77  -0.39  0.80  -0.36  -0.11  
1691  0.55  0.25  0.32  4.77  0.59  1.68  -0.47  0.84  -0.20  -0.03  
1692  0.14  0.54  0.42  8.98  0.64  1.66  -0.16  0.62  0.08  0.11  
1693  0.52  0.41  0.57  7.74  0.80  1.69  -0.02  0.81  -0.35  -0.01  
1694  0.47  0.22  0.39  1.41  0.63  1.71  -0.09  0.70  -0.02  -0.28  
1695  0.47  0.40  0.22  -1.52  0.46  1.48  -0.40  0.70  -0.27  -0.21  
1696  0.37  0.49  0.13  9.18  0.54  1.56  0.03  1.06  -0.03  -0.01  
1698  0.33  0.21  0.29  -1.39  0.44  1.61  -0.22  0.66  -0.10  -0.07  
1699  0.32  0.32  0.35  -1.81  0.61  1.67  -0.25  0.66  -0.42  0.01  
1700  0.38  0.51  0.69  2.14  0.63  1.78  -0.29  0.38  -0.43  -0.37  
1701  0.29  0.50  0.62  -0.26  0.39  1.61  -0.51  0.66  -0.35  -0.34  
1702  0.64  0.18  0.28  -2.19  0.46  1.53  -0.39  0.60  -0.17  -0.24  
1704  0.65  0.39  -0.00  1.60  0.67  1.73  -0.19  0.49  -0.19  -0.28  
1705  0.19  0.62  0.47  1.60  0.62  1.60  -0.17  0.85  -0.25  -0.17  
1706  0.45  0.42  0.48  0.02  0.37  1.83  -0.03  0.48  -0.05  -0.02  
1707  0.53  0.35  0.13  1.58  0.56  1.59  -0.11  0.42  -0.18  -0.10  
1708  0.31  0.26  0.20  4.20  0.37  1.44  -0.19  0.68  -0.32  -0.08  
1709  0.38  0.55  -0.11  2.28  0.69  1.51  -0.19  0.73  -0.14  -0.41  
1710  0.44  0.42  0.34  3.43  0.61  1.69  -0.07  0.65  -0.40  -0.22  
1711  0.38  0.55  0.64  5.26  0.34  1.66  -0.06  0.67  -0.30  -0.09  
1712  0.40  0.37  0.57  5.13  0.63  1.66  -0.05  1.03  -0.46  -0.29  
1713  0.32  0.51  0.05  -1.67  0.65  1.55  -0.18  0.81  -0.37  -0.27  
1714  0.28  0.31  0.24  0.54  0.74  1.55  -0.06  0.59  -0.23  -0.27  
1715  0.65  0.12  0.22  5.88  0.54  1.74  -0.05  0.75  0.07  -0.00  
1716  0.34  0.66  0.29  -1.02  0.69  1.55  -0.05  0.80  -0.00  -0.15  
1717  0.49  0.33  0.35  0.28  0.53  1.87  -0.19  0.84  -0.31  -0.31  
1718  0.29  0.43  0.33  3.15  0.48  1.59  -0.19  0.35  -0.04  -0.46  
1721  0.64  0.62  0.42  1.15  0.62  1.77  -0.44  0.41  -0.02  0.18  
1722  0.62  0.51  0.17  0.03  0.48  1.86  -0.39  0.84  -0.44  -0.39  
1725  0.73  0.35  0.82  2.40  -0.02  1.47  -0.25  1.31  -0.64  -0.28  
1730  0.25  0.54  0.52  -1.87  0.64  1.36  -0.21  0.37  -0.21  -0.15  
1731  0.51  0.20  0.43  1.00  0.61  1.88  -0.39  0.90  -0.25  0.10  
1732  1.00  0.58  0.49  0.73  0.26  1.68  0.00  0.68  -0.28  -0.41  
1733  0.49  0.34  0.29  8.57  0.46  1.70  -0.14  0.78  -0.30  -0.26  
1734  0.61  0.28  0.24  -2.04  0.48  1.71  -0.03  0.60  -0.22  -0.39  
1735  0.49  0.69  0.13  2.66  0.61  1.51  -0.10  0.49  0.03  -0.16  
1736  0.48  0.40  0.32  -1.52  0.44  1.36  -0.30  0.88  -0.48  -0.00  
1737  0.21  0.67  0.54  4.53  0.21  1.59  -0.44  1.27  -0.54  -0.19  
1738  0.46  0.41  0.24  4.73  0.49  1.80  -0.40  0.89  -0.09  -0.35  
1739  0.37  0.52  0.58  -0.07  0.55  1.71  -0.18  0.67  -0.29  0.04  
1740  0.42  0.39  0.78  5.44  0.47  1.68  -0.38  0.69  -0.03  -0.20  
1741  0.43  0.19  0.21  7.69  0.73  1.54  -0.16  0.58  -0.18  -0.03  
1742  0.55  0.48  0.49  4.55  0.47  1.58  -0.11  0.42  -0.20  0.03  
1743  0.41  0.29  0.22  1.72  0.52  1.52  0.02  1.02  -0.34  -0.13  
1744  0.38  0.47  0.47  1.46  0.40  1.59  -0.27  0.84  -0.39  -0.12  
1745  0.22  0.43  0.43  6.08  0.50  1.64  -0.13  0.79  -0.36  -0.44  
1746  0.44  0.35  0.63  1.75  0.59  1.51  0.03  0.50  -0.40  -0.21  
1747  0.63  0.24  0.18  -1.43  0.51  1.38  0.02  0.72  0.09  -0.17  
1748  0.52  0.47  0.42  -1.50  0.38  1.79  -0.11  0.77  0.02  -0.24  
1749  0.40  0.49  0.36  -1.77  0.62  1.74  -0.09  1.03  -0.23  -0.19  
1750  0.26  0.32  0.38  3.94  0.55  1.58  -0.30  0.68  -0.39  -0.06  
1751  0.47  0.44  0.21  3.31  0.39  1.66  -0.24  0.51  -0.17  -0.00  
1752  0.31  0.33  0.01  3.86  0.61  1.68  0.00  0.75  -0.16  -0.22  
1753  0.60  0.69  0.02  -1.36  0.58  1.74  -0.37  0.52  -0.06  -0.01  
1754  0.58  0.34  0.52  -1.66  0.72  1.47  -0.08  0.41  -0.20  -0.12  
1755  0.18  0.48  0.33  1.40  0.51  1.45  -0.23  0.74  -0.39  -0.30  
1756  0.61  0.43  0.38  6.12  0.58  1.52  -0.10  0.21  0.01  -0.24  
1757  0.48  0.05  0.37  0.35  0.62  1.39  -0.39  0.30  0.03  -0.28  
1758  0.49  0.55  0.44  2.80  0.62  1.32  -0.22  0.58  -0.33  -0.16  
1759  0.37  0.44  0.27  1.40  0.53  1.76  -0.25  0.42  -0.07  -0.14  
1760  0.31  0.51  0.36  2.49  0.65  1.62  -0.11  0.49  -0.22  -0.12  
1761  0.49  0.25  0.41  6.00  0.64  1.55  -0.17  0.43  -0.14  0.07  
1762  0.28  0.35  0.44  -2.08  0.59  1.75  0.06  0.52  -0.46  0.25  
1763  0.75  0.39  0.86  8.25  0.31  1.72  0.04  0.91  -0.20  -0.17  
1765  0.62  0.26  0.54  5.14  0.27  1.82  -0.20  1.43  -0.60  -0.41  
1768  0.35  0.42  0.25  -1.60  0.25  1.48  0.02  0.54  -0.57  -0.33  
1769  0.67  0.52  0.42  4.86  0.30  1.30  -0.09  0.50  -0.35  0.03  
1770  0.45  0.24  0.30  0.03  0.49  1.39  -0.31  0.43  -0.33  0.01  
1771  0.39  0.40  0.46  -0.38  0.52  1.50  -0.07  0.60  -0.17  -0.27  
1772  0.37  0.36  0.30  0.47  0.38  1.53  0.02  1.11  -0.36  -0.30  
1773  0.36  0.28  0.63  2.82  0.55  1.73  -0.30  0.60  -0.39  -0.04  
1774  0.37  0.54  0.23  1.47  0.39  1.81  0.02  0.79  -0.23  -0.04  
1775  0.58  0.40  0.27  6.15  0.64  1.61  -0.22  0.78  -0.37  0.04  
1777  0.84  0.83  1.13  1.72  0.33  2.30  -0.17  0.79  -1.00  -0.67  
1779  0.38  0.46  0.14  2.56  0.56  1.57  -0.20  0.63  -0.07  -0.19  
1781  0.49  0.29  0.18  0.59  0.62  1.64  -0.25  0.38  -0.31  -0.17  
1783  0.29  0.36  0.12  5.04  0.46  1.68  -0.29  0.67  -0.21  -0.01  
1784  0.47  0.49  0.26  -1.55  0.46  1.72  0.02  0.77  -0.13  -0.02  
1787  0.15  0.19  0.13  1.57  0.22  0.47  0.00  0.14  0.20  0.47  
1788  0.50  0.32  0.23  2.36  0.56  1.71  -0.27  0.45  -0.18  -0.14  
1789  0.42  0.40  0.05  3.69  0.56  1.55  -0.24  0.47  -0.34  -0.08  
1791  0.30  0.44  0.46  0.07  0.59  1.49  -0.36  0.81  -0.48  0.08  
1792  0.25  0.34  0.15  -1.90  0.56  1.85  -0.12  0.69  -0.31  -0.10  
1793  0.66  0.48  0.07  1.67  0.62  1.65  0.12  1.01  -0.37  -0.06  
1794  0.55  0.25  0.24  1.16  0.74  1.36  -0.41  0.59  -0.24  -0.19  
1795  0.24  0.69  -0.27  3.09  0.61  1.16  -0.61  1.16  -0.01  0.04  
1798  0.64  0.72  0.27  2.65  0.47  1.64  -0.32  0.73  -0.33  -0.12  
1800  0.33  0.29  0.33  -0.65  0.60  1.76  -0.06  0.60  -0.05  -0.34  
1801  0.36  0.76  0.21  -1.83  0.54  1.75  -0.21  1.00  -0.33  0.08  
1802  0.32  0.45  0.71  -1.96  0.31  2.33  -0.14  1.48  -0.44  -0.43  
1804  0.37  0.37  0.37  -0.33  0.49  1.45  -0.07  0.58  -0.22  -0.13  
1805  0.17  0.41  0.44  -0.44  0.30  1.56  0.25  0.10  -0.07  -0.32  
1806  0.49  0.38  0.41  -1.59  0.31  1.66  -0.42  0.56  -0.37  -0.49  
1807  0.23  0.43  0.12  -1.26  0.51  1.51  -0.25  0.55  -0.33  -0.22  
1809  0.41  0.63  0.24  -1.18  0.57  1.65  0.14  1.31  -0.49  -0.26  
1810  0.34  0.46  0.14  0.34  0.51  1.71  -0.01  0.60  -0.25  -0.04  
1811  0.55  0.47  0.09  2.00  0.59  1.53  -0.19  0.89  -0.32  -0.51  
1812  0.35  0.42  0.60  2.85  0.66  1.91  -0.08  0.90  -0.59  -0.10  
1835  0.31  0.38  0.15  -0.52  0.06  1.86  0.11  0.61  -0.23  -0.20  
1838  0.03  0.28  -0.05  -0.17  0.25  1.48  -0.31  0.13  -0.65  -0.29  
1839  0.18  0.23  0.18  0.24  0.22  0.46  0.07  0.22  0.11  0.39  
1840  0.42  0.56  0.55  -0.54  0.58  1.43  -0.35  0.43  -0.28  -0.19  
1841  0.52  0.30  0.17  -0.19  0.36  1.55  -0.08  0.80  -0.51  -0.16  
1842  -0.04  0.44  0.32  -0.43  0.22  1.52  -0.50  0.55  -0.58  -0.13  
1844  0.35  0.50  0.37  -0.49  0.26  1.69  -0.18  0.58  -0.37  -0.16  
1845  0.19  0.38  0.57  -0.27  0.29  1.66  -0.16  0.63  -0.38  -0.20  
1848  0.01  0.35  0.67  -0.47  0.54  1.70  -0.18  0.50  -0.53  -0.00  
1850  0.23  0.21  0.60  -0.29  0.30  1.71  -0.42  0.45  -0.48  -0.40  
1851  0.40  0.28  0.46  -0.35  0.44  1.49  -0.15  0.45  -0.54  -0.10  
1855  0.31  0.27  0.28  -0.38  0.09  1.51  -0.03  0.61  -0.48  -0.52  
1856  0.21  0.27  0.20  0.16  0.21  0.46  0.12  0.12  0.22  0.42  
1857  0.23  0.50  0.64  -0.41  0.40  1.39  -0.37  0.39  -0.39  0.07  
1858  0.19  0.41  0.40  -0.34  0.18  1.52  -0.32  0.68  -0.34  -0.16  
1859  0.17  0.11  0.42  -0.43  0.35  1.43  -0.36  0.58  -0.20  -0.15  
1860  0.09  0.53  0.26  -0.34  0.44  1.63  -0.12  0.63  -0.35  -0.44  
1861  0.26  0.54  0.59  -0.56  0.55  1.80  -0.35  0.09  -0.38  -0.04  
1862  0.34  0.35  0.36  -0.20  0.35  1.67  -0.32  0.54  -0.56  -0.31  
1863  0.39  0.34  0.40  -0.40  0.39  1.38  -0.13  0.56  -0.62  0.00  
1864  0.41  0.60  0.23  -0.45  0.36  1.67  -0.27  0.47  -0.33  -0.19  
1865  0.04  0.59  0.37  -0.46  0.49  1.25  0.12  0.59  -0.73  -0.37  
1866  0.43  0.38  0.36  -0.41  0.24  1.62  0.00  0.67  -0.29  -0.29  
1867  0.20  0.42  0.24  -0.38  0.43  1.62  -0.28  0.55  -0.33  -0.19  
1868  0.36  0.36  0.39  0.02  0.53  1.59  -0.27  0.38  -0.67  -0.34  
1869  0.10  0.09  0.44  -0.49  0.28  1.44  -0.39  0.20  -0.37  -0.47  
1870  0.17  0.33  0.84  -0.24  0.30  1.69  -0.17  0.49  -0.59  -0.28  
1871  0.26  0.48  0.91  -0.42  0.71  1.53  -0.33  0.39  -0.55  -0.11  
1874  0.18  0.60  0.46  -0.29  0.25  1.40  -0.37  0.62  -0.48  -0.17  
1875  -0.03  0.75  0.67  -0.23  0.39  1.75  -0.09  0.70  -0.48  -0.55  
1876  0.39  0.42  0.86  -0.41  0.27  1.81  -0.06  0.21  -0.53  -0.42  
1877  0.97  0.51  0.68  -0.16  0.10  1.71  -0.32  0.44  -0.59  -0.12  
1879  0.24  0.43  0.41  -0.48  0.33  1.29  -0.40  0.36  -0.73  -0.24  
1880  0.07  0.32  0.41  -0.31  0.25  1.48  -0.13  0.43  -0.32  -0.24  
1881  0.41  0.36  0.44  -0.37  0.38  1.70  -0.18  0.62  -0.22  -0.12  
1882  0.20  0.47  0.07  -0.38  0.26  1.43  -0.22  0.36  -0.34  -0.08  
1883  0.21  0.48  1.24  -0.47  0.17  1.33  -0.22  0.46  -0.51  -0.13  
1891  0.17  0.24  0.07  0.14  0.20  0.46  0.14  0.20  0.14  0.36  
1892  0.28  0.42  0.54  -0.57  0.10  1.57  -0.23  0.25  -0.34  -0.17  
1893  0.48  0.49  0.76  -0.49  0.21  1.65  0.03  0.42  -0.42  -0.19  
1894  0.52  0.51  0.36  -0.51  0.32  1.81  -0.41  0.48  -0.18  -0.18  
1895  0.37  0.34  0.43  -0.55  0.46  1.67  -0.24  0.45  -0.64  -0.03  
1896  0.27  0.55  0.75  -0.31  0.35  1.77  -0.39  0.23  -0.33  -0.02  
1897  0.64  0.68  0.61  -0.25  0.33  1.58  -0.03  0.47  -0.38  -0.32  
1898  0.31  0.51  0.02  -0.32  0.31  1.59  -0.09  0.33  -0.37  -0.08  
1899  0.34  0.58  0.52  -0.20  0.54  1.60  -0.34  0.50  -0.38  -0.18  
1901  0.48  0.66  0.88  -0.23  0.39  1.82  -0.58  0.40  -0.68  -0.28  
1902  0.42  0.70  0.72  -0.18  0.37  1.60  -0.49  0.12  -0.66  -0.22  
1904  0.43  0.69  0.76  -0.11  0.47  2.01  -0.46  0.36  -0.64  -0.27  
1905  0.45  0.78  0.93  -0.23  0.29  1.87  -0.34  0.15  -0.69  -0.41  
1906  0.53  0.72  0.68  -0.04  0.38  1.82  -0.40  0.52  -0.69  -0.20  
1909  0.34  0.88  0.28  -0.15  0.88  1.68  -0.08  0.35  -0.49  -0.11  
1912  0.20  0.22  0.17  0.31  0.22  0.50  0.08  0.18  0.17  0.45  
1913  0.33  0.61  0.41  -0.19  0.43  1.65  -0.56  0.32  -0.37  0.12  
1914  0.23  0.41  1.27  -0.28  0.28  1.81  -0.33  0.44  -0.50  -0.01  
1916  0.40  0.66  0.71  0.04  0.47  1.62  -0.14  0.33  -0.45  -0.14  
1917  0.26  0.56  0.26  -0.18  0.40  1.67  -0.16  0.48  -0.49  -0.18  
1918  0.52  0.63  0.86  -0.23  0.59  1.57  -0.51  0.11  -0.39  -0.42  
1919  0.40  0.42  0.28  -0.21  0.64  1.83  -0.27  0.36  -0.40  0.07  
1920  0.40  0.35  0.51  -0.16  0.52  1.79  -0.38  0.17  -0.40  -0.15  
1921  0.50  0.43  0.20  -0.09  0.55  1.69  -0.53  0.04  -0.39  -0.22  
1922  0.38  0.58  0.26  -0.09  0.42  1.76  -0.21  0.19  -0.33  -0.02  
1924  0.18  0.52  0.54  -0.35  0.50  1.73  -0.31  0.51  -0.12  -0.12  
1925  0.18  0.59  0.37  -0.25  0.71  1.72  -0.37  0.16  -0.17  -0.33  
1926  0.42  0.27  0.25  -0.15  0.63  1.48  -0.29  0.50  -0.20  -0.12  
1927  0.34  0.50  0.42  -0.16  0.76  1.52  -0.52  0.12  -0.38  -0.13  
1928  0.33  0.04  0.47  0.04  0.43  1.67  -0.28  0.03  -0.47  -0.27  
1929  0.24  0.38  0.58  -0.03  0.44  1.67  -0.14  0.26  -0.14  -0.25  
1930  0.46  0.47  0.50  -0.23  0.91  1.67  -0.30  0.30  -0.15  0.03  
1931  0.22  0.57  0.41  -0.29  0.56  1.67  -0.18  0.33  -0.63  -0.25  
1932  0.21  0.61  0.57  -0.23  0.57  1.57  -0.29  0.25  -0.34  -0.21  
1933  0.32  0.38  0.12  -0.13  0.72  1.79  -0.17  0.40  -0.28  -0.32  
1934  0.40  0.52  0.39  -0.10  0.57  1.65  -0.28  0.23  -0.15  -0.26  
1935  0.24  0.62  0.07  -0.27  0.51  1.74  -0.42  0.15  -0.18  -0.39  
1936  0.13  0.54  0.30  -0.37  0.58  1.63  -0.27  0.09  -0.22  -0.23  
1937  0.29  0.40  0.44  -0.15  0.72  1.60  0.09  0.30  -0.35  -0.29  
1938  0.27  0.57  0.62  -0.22  0.68  1.60  -0.28  0.53  -0.25  -0.28  
1939  0.27  0.66  0.58  -0.24  0.55  1.69  -0.18  0.33  -0.34  -0.30  
1940  -0.17  0.42  0.81  -0.73  0.42  1.91  -0.34  0.54  -0.76  -0.71  
1941  0.35  0.63  0.19  -0.05  0.72  1.67  -0.41  0.33  -0.42  -0.46  
1942  0.44  0.39  0.74  -0.20  0.73  1.55  -0.17  0.21  -0.39  -0.23  
1943  0.11  0.37  0.94  -0.44  0.77  1.34  -0.61  0.19  -0.32  -0.34  
1944  0.30  0.39  0.10  -0.32  0.63  1.59  -0.11  0.29  -0.40  -0.30  
1945  0.07  0.61  0.77  -0.11  0.61  1.70  -0.16  0.32  -0.51  -0.14  
1946  0.27  0.76  0.64  -0.29  0.45  1.65  -0.20  0.22  -0.36  -0.23  
1947  0.14  0.39  0.38  -0.16  0.54  1.78  0.07  0.15  -0.22  -0.28  
1948  0.34  0.31  0.73  -0.27  0.39  1.60  -0.24  0.45  -0.52  -0.19  
1949  0.38  0.54  0.37  -0.35  0.40  1.87  -0.22  0.40  -0.35  -0.27  
1950  0.22  0.48  0.23  -0.35  0.85  1.64  -0.38  0.19  -0.44  -0.27  
1951  0.20  0.54  0.53  -0.15  0.50  1.46  -0.25  0.12  -0.15  -0.28  
1952  0.25  0.45  0.40  -0.13  0.48  1.48  -0.22  0.31  -0.29  -0.24  
1953  0.46  0.48  0.55  -0.10  0.61  1.51  -0.31  0.36  -0.24  -0.19  
1955  0.44  0.27  0.64  -0.19  0.69  1.56  -0.17  0.18  -0.21  -0.25  
1957  0.58  0.46  0.51  -0.06  0.58  1.64  -0.20  0.34  -0.45  -0.20  
1958  0.28  0.47  0.61  -0.31  0.26  1.51  -0.52  0.28  -0.42  -0.21  
1960  0.67  0.34  0.48  -0.07  0.54  1.94  0.02  0.33  -0.46  -0.24  
1961  0.29  0.09  0.61  -0.11  0.38  1.75  -0.22  0.39  -0.07  0.12  
1962  0.17  0.31  0.37  -0.27  0.53  1.72  -0.40  0.40  -0.44  -0.27  
1963  0.26  0.57  0.51  -0.19  0.41  1.90  -0.08  0.65  -0.27  -0.16  
1964  0.21  0.34  0.26  -0.27  0.57  1.57  -0.40  0.49  -0.29  -0.31  
1965  0.31  0.48  0.44  -0.27  0.64  1.64  -0.21  0.33  -0.40  -0.15  
1966  0.48  0.41  0.34  -0.43  0.62  1.66  -0.17  0.06  -0.28  -0.44  
1967  0.53  0.49  0.45  -0.11  0.64  1.62  -0.28  0.27  -0.43  -0.28  
1968  0.32  0.34  0.42  -0.21  0.35  1.59  -0.11  -0.04  -0.29  -0.23  
1972  0.31  0.34  0.52  -0.35  0.75  1.99  -0.44  0.23  -0.57  -0.29  
1974  0.46  0.56  1.19  -0.37  0.89  1.60  -0.16  0.52  -0.50  -0.36  
1975  0.41  0.56  0.80  -0.29  0.31  1.78  -0.12  0.24  -0.44  -0.36  
1976  0.37  0.44  0.86  -0.49  0.41  2.13  -0.17  0.59  -0.23  -0.17  
1977  0.33  0.32  0.19  -0.23  0.60  1.94  -0.36  0.32  -0.27  -0.32  
1980  0.61  0.08  0.15  -0.24  0.59  1.84  -0.28  0.57  -0.28  0.15  
1981  0.15  0.43  0.68  -0.38  0.49  1.92  -0.14  0.52  -0.50  -0.33  
1982  0.07  0.16  -0.04  -0.36  0.74  1.72  -0.20  0.09  -0.33  -0.14  
1983  0.39  0.45  0.71  -0.25  0.47  1.78  -0.38  0.21  -0.34  -0.38  
1984  0.36  0.36  0.49  -0.36  0.73  1.61  -0.36  0.23  -0.38  -0.38  
1985  0.60  0.62  0.36  -0.44  0.56  1.93  -0.22  0.27  -0.36  -0.29  
1986  0.38  0.31  0.51  -0.49  0.45  1.57  -0.17  0.18  -0.37  -0.29  
1987  0.27  0.67  0.72  -0.30  0.58  1.93  -0.38  0.21  -0.44  -0.50  
1988  0.36  0.53  0.62  -0.03  0.40  1.70  -0.19  0.39  -0.31  -0.13  
1989  0.14  0.44  0.75  -0.18  0.56  1.54  -0.32  0.46  -0.39  -0.32  
1990  0.31  0.47  0.47  -0.38  0.45  1.84  -0.28  0.27  -0.25  -0.36  
1991  0.33  0.15  0.13  -0.07  0.53  1.80  -0.48  0.39  -0.37  -0.32  
1992  0.15  0.52  0.48  -0.18  0.65  1.91  -0.29  0.58  -0.55  -0.33  
1993  0.32  0.36  1.04  0.17  0.33  1.52  -0.46  0.82  -0.23  -0.10  
1994  0.38  0.47  0.41  -0.21  0.60  1.68  -0.24  0.05  -0.29  -0.23  
